"date","home_team","away_team","is_shootout","home_win_pen","away_win_pen","first_shooter_home","first_shooter_away"
2004-07-18,"ANGOLA","BOTSWANA",1,1,0,0,0
2004-07-21,"URUGUAY","BRAZIL",1,0,1,0,1
2004-07-25,"ARGENTINA","BRAZIL",1,0,1,1,0
2004-07-30,"UZBEKISTAN","BAHRAIN",1,0,1,0,1
2004-07-31,"JAPAN","JORDAN",1,1,0,1,0
2004-08-03,"CHINA PR","IRAN",1,1,0,1,0
2004-10-22,"NIGERIA","ECUADOR",1,0,1,0,0
2004-10-24,"ZIMBABWE","ZAMBIA",1,0,1,0,0
2004-11-20,"ZAMBIA","ANGOLA",1,0,1,0,0
2004-11-30,"THAILAND","ESTONIA",1,1,0,0,0
2004-11-30,"SINGAPORE","HONG KONG",1,0,1,0,0
2004-12-02,"THAILAND","SLOVAKIA",1,0,1,0,0
2004-12-03,"BAHRAIN","LATVIA",1,1,0,0,0
2004-12-03,"FINLAND","OMAN",1,0,1,0,0
2004-12-22,"ETHIOPIA","KENYA",1,1,0,0,0
2004-12-24,"QATAR","OMAN",1,1,0,0,0
2005-02-08,"CYPRUS","AUSTRIA",1,1,0,0,0
2005-02-09,"AUSTRIA","LATVIA",1,0,1,0,0
2005-02-27,"COSTA RICA","HONDURAS",1,1,0,0,0
2005-04-16,"NAMIBIA","BOTSWANA",1,0,1,0,0
2005-05-15,"JERSEY","GUERNSEY",1,0,1,0,0
2005-06-26,"MEXICO","ARGENTINA",1,0,1,1,0
2005-07-17,"SOUTH AFRICA","PANAMA",1,0,1,0,1
2005-07-24,"UNITED STATES","PANAMA",1,1,0,0,1
2005-07-28,"KUWAIT","UNITED ARAB EMIRATES",1,0,1,0,0
2005-07-30,"EGYPT","UNITED ARAB EMIRATES",1,1,0,0,0
2005-08-13,"SOUTH AFRICA","ZAMBIA",1,0,1,0,0
2005-08-15,"UKRAINE","ISRAEL",1,0,1,0,0
2005-11-16,"AUSTRALIA","URUGUAY",1,1,0,1,0
2005-12-10,"SYRIA","IRAQ",1,0,1,0,0
2005-12-10,"ZANZIBAR","UGANDA",1,1,0,0,0
2006-02-04,"NIGERIA","TUNISIA",1,1,0,1,0
2006-02-04,"CAMEROON","IVORY COAST",1,0,1,1,0
2006-02-10,"EGYPT","IVORY COAST",1,1,0,1,0
2006-02-28,"FINLAND","KAZAKHSTAN",1,0,1,0,0
2006-03-01,"FINLAND","BELARUS",1,1,0,0,0
2006-04-29,"LESOTHO","MOZAMBIQUE",1,1,0,0,0
2006-04-30,"MAURITIUS","MOZAMBIQUE",1,0,1,0,0
2006-05-21,"BOTSWANA","SOUTH AFRICA",1,1,0,0,0
2006-06-03,"NORTHERN CYPRUS","ZANZIBAR",1,1,0,0,0
2006-06-26,"SWITZERLAND","UKRAINE",1,0,1,0,1
2006-06-30,"GERMANY","ARGENTINA",1,1,0,1,0
2006-07-01,"ENGLAND","PORTUGAL",1,0,1,0,1
2006-07-09,"ITALY","FRANCE",1,1,0,1,0
2006-07-22,"NAMIBIA","SEYCHELLES",1,0,1,0,0
2007-04-29,"MOZAMBIQUE","ZIMBABWE",1,1,0,0,0
2007-05-06,"GUERNSEY","JERSEY",1,0,1,0,0
2007-05-26,"MALAWI","SOUTH AFRICA",1,0,1,0,0
2007-05-26,"ESWATINI","MAURITIUS",1,0,1,0,0
2007-07-10,"URUGUAY","BRAZIL",1,0,1,0,1
2007-07-21,"JAPAN","AUSTRALIA",1,1,0,0,1
2007-07-22,"IRAN","SOUTH KOREA",1,0,1,0,1
2007-07-25,"IRAQ","SOUTH KOREA",1,1,0,0,1
2007-07-28,"SOUTH KOREA","JAPAN",1,1,0,1,0
2007-07-29,"BOTSWANA","ANGOLA",1,1,0,0,0
2007-08-18,"MAURITIUS","MAYOTTE",1,0,1,0,0
2007-08-18,"MADAGASCAR","RÉUNION",1,0,1,0,0
2007-10-24,"SOUTH AFRICA","ZAMBIA",1,1,0,0,0
2008-05-05,"JERSEY","GUERNSEY",1,1,0,0,0
2008-06-20,"CROATIA","TURKEY",1,0,1,1,0
2008-06-22,"SPAIN","ITALY",1,1,0,1,0
2008-07-27,"ZAMBIA","ZIMBABWE",1,1,0,0,0
2008-09-30,"NEW CALEDONIA","MARTINIQUE",1,0,1,0,0
2009-06-26,"PROVENCE","SÁPMI",1,0,1,0,0
2009-07-23,"COSTA RICA","MEXICO",1,0,1,0,1
2009-10-28,"ZIMBABWE","SOUTH AFRICA",1,1,0,0,0
2010-01-25,"ZAMBIA","NIGERIA",1,0,1,1,0
2010-05-21,"CORSICA","GABON",1,1,0,0,0
2010-06-29,"PARAGUAY","JAPAN",1,1,0,1,0
2010-07-02,"URUGUAY","GHANA",1,1,0,1,0
2010-09-22,"FRENCH GUIANA","MAYOTTE",1,0,1,0,0
2010-09-23,"GUADELOUPE","NEW CALEDONIA",1,0,1,0,0
2010-09-26,"GUADELOUPE","TAHITI",1,0,1,0,0
2010-09-29,"NEW CALEDONIA","TAHITI",1,0,1,0,0
2010-10-02,"RÉUNION","MARTINIQUE",1,0,1,0,0
2011-01-25,"JAPAN","SOUTH KOREA",1,1,0,1,0
2011-02-08,"ROMANIA","UKRAINE",1,0,1,0,0
2011-02-09,"SWEDEN","UKRAINE",1,0,1,0,0
2011-05-08,"GUERNSEY","JERSEY",1,0,1,0,0
2011-06-08,"URUGUAY","NETHERLANDS",1,1,0,0,1
2011-06-18,"COSTA RICA","HONDURAS",1,0,1,1,0
2011-06-19,"PANAMA","EL SALVADOR",1,1,0,1,0
2011-06-29,"SAARE COUNTY","ÅLAND ISLANDS",1,0,1,0,0
2011-06-30,"ISLE OF MAN","MENORCA",1,0,1,0,0
2011-07-12,"SAINT LUCIA","ARUBA",1,1,0,0,0
2011-07-16,"ARGENTINA","URUGUAY",1,0,1,1,0
2011-07-17,"BRAZIL","PARAGUAY",1,0,1,1,0
2011-07-20,"PARAGUAY","VENEZUELA",1,1,0,1,0
2011-08-11,"MAYOTTE","MAURITIUS",1,0,1,0,0
2011-08-13,"SEYCHELLES","MAURITIUS",1,1,0,0,0
2012-02-05,"GABON","MALI",1,0,1,1,0
2012-02-12,"ZAMBIA","IVORY COAST",1,1,0,0,1
2012-06-03,"FINLAND","LATVIA",1,0,1,1,0
2012-06-17,"MOZAMBIQUE","TANZANIA",1,1,0,0,0
2012-06-24,"ENGLAND","ITALY",1,0,1,0,1
2012-06-27,"PORTUGAL","SPAIN",1,0,1,0,1
2012-08-25,"ALDERNEY","SEALAND",1,0,1,0,0
2012-09-02,"INDIA","CAMEROON",1,1,0,0,0
2012-09-29,"RÉUNION","MARTINIQUE",1,1,0,0,0
2012-10-13,"UGANDA","ZAMBIA",1,0,1,0,0
2012-11-21,"ARGENTINA","BRAZIL",1,0,1,1,0
2013-01-23,"SWEDEN","NORTH KOREA",1,1,0,0,0
2013-02-02,"SOUTH AFRICA","MALI",1,0,1,1,0
2013-02-06,"BURKINA FASO","GHANA",1,1,0,0,1
2013-06-27,"SPAIN","ITALY",1,1,0,0,1
2013-06-30,"URUGUAY","ITALY",1,0,1,1,0
2013-07-13,"ZIMBABWE","MALAWI",1,1,0,0,0
2013-07-14,"ANGOLA","LESOTHO",1,0,1,0,0
2013-07-17,"ZAMBIA","SOUTH AFRICA",1,1,0,0,0
2014-05-05,"SEALAND","CHAGOS ISLANDS",1,0,1,0,0
2014-05-29,"LATVIA","ESTONIA",1,1,0,0,1
2014-06-04,"ABKHAZIA","SOUTH OSSETIA",1,0,1,0,0
2014-06-04,"ELLAN VANNIN","IRAQI KURDISTAN",1,1,0,0,0
2014-06-05,"PADANIA","ABKHAZIA",1,1,0,0,0
2014-06-05,"OCCITANIA","IRAQI KURDISTAN",1,0,1,0,0
2014-06-07,"PADANIA","IRAQI KURDISTAN",1,1,0,0,0
2014-06-08,"COUNTY OF NICE","ELLAN VANNIN",1,1,0,0,0
2014-06-28,"BRAZIL","CHILE",1,1,0,1,0
2014-06-29,"COSTA RICA","GREECE",1,1,0,1,0
2014-07-05,"NETHERLANDS","COSTA RICA",1,1,0,0,1
2014-07-09,"NETHERLANDS","ARGENTINA",1,0,1,1,0
2015-01-23,"IRAN","IRAQ",1,0,1,1,0
2015-01-23,"JAPAN","UNITED ARAB EMIRATES",1,0,1,1,0
2015-01-30,"CURAÇAO","ARUBA",1,0,1,0,0
2015-02-07,"EQUATORIAL GUINEA","DR CONGO",1,0,1,1,0
2015-02-08,"IVORY COAST","GHANA",1,1,0,0,1
2015-05-24,"ZAMBIA","NAMIBIA",1,0,1,0,0
2015-05-24,"SOUTH AFRICA","BOTSWANA",1,0,1,0,0
2015-05-25,"MOZAMBIQUE","MALAWI",1,1,0,0,0
2015-05-27,"SOUTH AFRICA","MALAWI",1,0,1,0,0
2015-06-21,"ELLAN VANNIN","FELVIDÉK",1,1,0,0,0
2015-06-26,"ARGENTINA","COLOMBIA",1,1,0,0,1
2015-06-27,"BRAZIL","PARAGUAY",1,0,1,1,0
2015-07-02,"GIBRALTAR","ÅLAND ISLANDS",1,0,1,0,0
2015-07-04,"CHILE","ARGENTINA",1,1,0,1,0
2015-07-19,"TRINIDAD AND TOBAGO","PANAMA",1,0,1,0,1
2015-07-25,"UNITED STATES","PANAMA",1,0,1,1,0
2015-10-13,"EL SALVADOR","GUATEMALA",1,0,1,0,0
2016-05-27,"CORSICA","BASQUE COUNTRY",1,0,1,0,0
2016-06-01,"UNITED KOREANS IN JAPAN","NORTHERN CYPRUS",1,0,1,0,0
2016-06-02,"IRAQI KURDISTAN","PADANIA",1,0,1,0,0
2016-06-03,"BOSNIA AND HERZEGOVINA","DENMARK",1,1,0,0,0
2016-06-03,"THAILAND","SYRIA",1,1,0,0,0
2016-06-03,"VIETNAM","HONG KONG",1,1,0,0,0
2016-06-03,"IRAQI KURDISTAN","WESTERN ARMENIA",1,0,1,0,0
2016-06-03,"CHAGOS ISLANDS","RAETIA",1,0,1,0,0
2016-06-04,"UNITED KOREANS IN JAPAN","IRAQI KURDISTAN",1,1,0,1,0
2016-06-05,"ABKHAZIA","PANJAB",1,1,0,0,0
2016-06-11,"PAPUA NEW GUINEA","NEW ZEALAND",1,0,1,0,1
2016-06-17,"PERU","COLOMBIA",1,0,1,0,1
2016-06-18,"NAMIBIA","BOTSWANA",1,0,1,0,0
2016-06-18,"SOUTH AFRICA","LESOTHO",1,1,0,0,0
2016-06-19,"ZAMBIA","ESWATINI",1,0,1,0,0
2016-06-22,"BOTSWANA","DR CONGO",1,1,0,0,0
2016-06-25,"SWITZERLAND","POLAND",1,0,1,1,0
2016-06-26,"ARGENTINA","CHILE",1,0,1,0,1
2016-06-30,"POLAND","PORTUGAL",1,0,1,0,1
2016-07-02,"GERMANY","ITALY",1,1,0,0,1
2016-08-01,"FELVIDÉK","KÁRPÁTALJA",1,1,0,0,0
2017-01-11,"CHILE","CROATIA",1,1,0,0,0
2017-01-14,"CHINA PR","CROATIA",1,1,0,0,0
2017-01-28,"SENEGAL","CAMEROON",1,0,1,1,0
2017-02-01,"BURKINA FASO","EGYPT",1,0,1,0,1
2017-06-09,"KÁRPÁTALJA","ELLAN VANNIN",1,1,0,0,0
2017-06-09,"PADANIA","ABKHAZIA",1,1,0,0,0
2017-06-10,"NORTHERN CYPRUS","PADANIA",1,0,1,0,0
2017-06-28,"PORTUGAL","CHILE",1,0,1,0,1
2017-06-29,"HITRA","WESTERN ISLES",1,0,1,0,0
2017-06-29,"GREENLAND","MENORCA",1,1,0,0,0
2017-07-01,"NAMIBIA","LESOTHO",1,0,1,0,0
2017-07-07,"TANZANIA","LESOTHO",1,1,0,0,0
2017-07-16,"THAILAND","BELARUS",1,1,0,0,0
2018-03-21,"SOUTH AFRICA","ANGOLA",1,1,0,0,0
2018-03-21,"ZAMBIA","ZIMBABWE",1,1,0,0,0
2018-03-22,"THAILAND","GABON",1,1,0,0,0
2018-03-24,"ANGOLA","ZIMBABWE",1,1,0,0,0
2018-06-02,"ZAMBIA","NAMIBIA",1,1,0,0,0
2018-06-03,"ANDORRA","CAPE VERDE",1,0,1,0,0
2018-06-03,"SOUTH AFRICA","MADAGASCAR",1,0,1,0,0
2018-06-03,"ZIMBABWE","BOTSWANA",1,1,0,0,0
2018-06-05,"MATABELELAND","KABYLIA",1,0,1,0,0
2018-06-06,"LESOTHO","ZIMBABWE",1,0,1,0,0
2018-06-09,"TIBET","UNITED KOREANS IN JAPAN",1,0,1,0,0
2018-06-09,"PANJAB","CASCADIA",1,1,0,0,0
2018-06-09,"PADANIA","SZÉKELY LAND",1,1,0,0,0
2018-06-09,"NORTHERN CYPRUS","KÁRPÁTALJA",1,0,1,0,0
2018-07-01,"RUSSIA","SPAIN",1,1,0,0,1
2018-07-01,"CROATIA","DENMARK",1,1,0,0,1
2018-07-03,"COLOMBIA","ENGLAND",1,0,1,1,0
2018-07-07,"RUSSIA","CROATIA",1,0,1,1,0
2019-01-20,"JORDAN","VIETNAM",1,0,1,0,1
2019-01-21,"AUSTRALIA","UZBEKISTAN",1,1,0,1,0
2019-03-23,"OMAN","SINGAPORE",1,1,0,0,0
2019-05-11,"GUERNSEY","JERSEY",1,0,1,0,0
2019-06-01,"LESOTHO","UGANDA",1,1,0,0,0
2019-06-02,"SOUTH AFRICA","BOTSWANA",1,0,1,0,0
2019-06-02,"ZAMBIA","MALAWI",1,1,0,0,0
2019-06-04,"SOUTH AFRICA","UGANDA",1,1,0,0,0
2019-06-05,"ZIMBABWE","ZAMBIA",1,0,1,0,0
2019-06-06,"ABKHAZIA","WESTERN ARMENIA",1,0,1,0,0
2019-06-06,"SOUTH OSSETIA","CHAMERIA",1,1,0,0,0
2019-06-07,"LESOTHO","ZIMBABWE",1,0,1,0,0
2019-06-07,"SOUTH AFRICA","MALAWI",1,1,0,0,0
2019-06-08,"ABKHAZIA","CHAMERIA",1,1,0,0,0
2019-06-09,"SWITZERLAND","ENGLAND",1,0,1,0,1
2019-06-27,"BRAZIL","PARAGUAY",1,1,0,0,1
2019-06-28,"COLOMBIA","CHILE",1,0,1,1,0
2019-06-29,"MEXICO","COSTA RICA",1,1,0,1,0
2019-06-29,"URUGUAY","PERU",1,0,1,1,0
2019-07-05,"MOROCCO","BENIN",1,0,1,0,1
2019-07-07,"MADAGASCAR","DR CONGO",1,1,0,1,0
2019-07-08,"GHANA","TUNISIA",1,0,1,1,0
2019-07-11,"IVORY COAST","ALGERIA",1,0,1,0,1
2019-07-28,"MAURITIUS","RÉUNION",1,0,1,0,0
2019-09-08,"TANZANIA","BURUNDI",1,1,0,1,0
2019-10-13,"CHAD","LIBERIA",1,1,0,0,0
2019-10-13,"GAMBIA","DJIBOUTI",1,1,0,0,0
2020-10-08,"BOSNIA AND HERZEGOVINA","NORTHERN IRELAND",1,0,1,1,0
2020-10-08,"SLOVAKIA","REPUBLIC OF IRELAND",1,1,0,1,0
2020-10-08,"SCOTLAND","ISRAEL",1,1,0,1,0
2020-11-12,"SERBIA","SCOTLAND",1,0,1,0,1
2021-06-03,"MEXICO","COSTA RICA",1,1,0,1,0
2021-06-06,"HONDURAS","COSTA RICA",1,1,0,0,1
2021-06-28,"FRANCE","SWITZERLAND",1,0,1,0,1
2021-07-02,"PERU","PARAGUAY",1,1,0,0,1
2021-07-02,"SWITZERLAND","SPAIN",1,0,1,0,1
2021-07-03,"URUGUAY","COLOMBIA",1,0,1,0,1
2021-07-06,"ITALY","SPAIN",1,1,0,1,0
2021-07-06,"TRINIDAD AND TOBAGO","FRENCH GUIANA",1,1,0,0,1
2021-07-06,"ARGENTINA","COLOMBIA",1,1,0,0,1
2021-07-06,"GUATEMALA","GUADELOUPE",1,0,1,1,0
2021-07-11,"ENGLAND","ITALY",1,0,1,0,1
2021-07-16,"SENEGAL","ESWATINI",1,1,0,0,1
2021-07-18,"ESWATINI","MOZAMBIQUE",1,1,0,0,1
2021-07-18,"SOUTH AFRICA","SENEGAL",1,1,0,1,0
2021-11-19,"SRI LANKA","SEYCHELLES",1,0,1,0,0
2021-12-11,"MOROCCO","ALGERIA",1,0,1,0,1
2021-12-18,"QATAR","EGYPT",1,1,0,1,0
2022-01-23,"BURKINA FASO","GABON",1,1,0,0,1
2022-01-26,"IVORY COAST","EGYPT",1,0,1,1,0
2022-01-26,"MALI","EQUATORIAL GUINEA",1,0,1,0,1
2022-02-03,"CAMEROON","EGYPT",1,0,1,1,0
2022-02-05,"CAMEROON","BURKINA FASO",1,1,0,1,0
2022-02-06,"SENEGAL","EGYPT",1,1,0,1,0
2022-03-25,"TAJIKISTAN","UGANDA",1,0,1,0,0
2022-03-29,"KAZAKHSTAN","MOLDOVA",1,1,0,0,1
2022-03-29,"SENEGAL","EGYPT",1,1,0,1,0
2022-06-13,"AUSTRALIA","PERU",1,1,0,1,0
2022-06-14,"CHILE","GHANA",1,0,1,1,0
2022-07-12,"ZAMBIA","BOTSWANA",1,1,0,0,0
2022-07-13,"SOUTH AFRICA","MOZAMBIQUE",1,0,1,0,0
2022-07-13,"SENEGAL","ESWATINI",1,1,0,0,0
2022-07-17,"MOZAMBIQUE","SENEGAL",1,0,1,0,0
2022-09-22,"THAILAND","MALAYSIA",1,0,1,0,0
2022-09-23,"IRAQ","OMAN",1,0,1,0,0
2022-09-25,"MALAYSIA","TAJIKISTAN",1,0,1,0,0
2022-11-16,"LITHUANIA","ICELAND",1,0,1,1,0
2022-11-16,"LATVIA","ESTONIA",1,1,0,1,0
2022-11-19,"LATVIA","ICELAND",1,0,1,0,1
2022-12-05,"JAPAN","CROATIA",1,0,1,1,0
2022-12-06,"MOROCCO","SPAIN",1,1,0,1,0
2022-12-09,"CROATIA","BRAZIL",1,1,0,1,0
2022-12-09,"NETHERLANDS","ARGENTINA",1,0,1,1,0
2022-12-18,"ARGENTINA","FRANCE",1,1,0,0,1
2023-06-16,"CURAÇAO","SAINT KITTS AND NEVIS",1,0,1,0,1
2023-06-17,"GUYANA","GRENADA",1,1,0,1,0
2023-06-17,"SURINAME","PUERTO RICO",1,0,1,1,0
2023-06-18,"CROATIA","SPAIN",1,0,1,1,0
2023-06-20,"SAINT KITTS AND NEVIS","FRENCH GUIANA",1,1,0,0,1
2023-07-01,"INDIA","LEBANON",1,1,0,1,0
2023-07-04,"INDIA","KUWAIT",1,1,0,1,0
2023-07-09,"UNITED STATES","CANADA",1,1,0,0,1
2023-07-09,"ORKNEY","GREENLAND",1,0,1,0,0
2023-07-12,"UNITED STATES","PANAMA",1,0,1,1,0
2023-07-13,"ÅLAND ISLANDS","FALKLAND ISLANDS",1,1,0,1,0
2023-07-14,"MALAWI","LESOTHO",1,0,1,0,0
2023-07-16,"SOUTH AFRICA","MALAWI",1,1,0,0,0
2023-09-07,"IRAQ","INDIA",1,1,0,0,1
2023-09-10,"THAILAND","IRAQ",1,0,1,1,0
2023-10-13,"IRAQ","QATAR",1,0,1,0,1
2023-11-21,"MEXICO","HONDURAS",1,1,0,1,0
2023-12-02,"SOLOMON ISLANDS","NEW CALEDONIA",1,0,1,0,0
2024-01-28,"EGYPT","DR CONGO",1,0,1,1,0
2024-01-28,"TAJIKISTAN","UNITED ARAB EMIRATES",1,1,0,1,0
2024-01-29,"IVORY COAST","SENEGAL",1,1,0,0,1
2024-01-30,"SAUDI ARABIA","SOUTH KOREA",1,0,1,1,0
2024-01-31,"IRAN","SYRIA",1,1,0,1,0
2024-02-03,"CAPE VERDE","SOUTH AFRICA",1,0,1,1,0
2024-02-03,"QATAR","UZBEKISTAN",1,1,0,0,1
2024-02-07,"NIGERIA","SOUTH AFRICA",1,1,0,1,0
2024-03-23,"TUNISIA","CROATIA",1,0,1,0,1
2024-03-26,"NEW ZEALAND","TUNISIA",1,0,1,1,0
2024-03-26,"WALES","POLAND",1,0,1,0,1
2024-03-26,"GEORGIA","GREECE",1,1,0,1,0
2024-03-26,"TURKS AND CAICOS ISLANDS","ANGUILLA",1,0,1,1,0
2024-03-26,"BRITISH VIRGIN ISLANDS","UNITED STATES VIRGIN ISLANDS",1,1,0,1,0
2024-06-11,"LITHUANIA","ESTONIA",1,0,1,1,0
2024-07-01,"PORTUGAL","SLOVENIA",1,1,0,0,1
2024-07-04,"ARGENTINA","ECUADOR",1,1,0,1,0
2024-07-05,"PORTUGAL","FRANCE",1,0,1,0,1
2024-07-05,"VENEZUELA","CANADA",1,0,1,1,0
2024-07-06,"ENGLAND","SWITZERLAND",1,1,0,1,0
2024-07-06,"URUGUAY","BRAZIL",1,1,0,1,0
2024-07-13,"CANADA","URUGUAY",1,0,1,1,0
2024-09-08,"TAJIKISTAN","PHILIPPINES",1,1,0,0,0
2024-09-10,"CAMBODIA","SRI LANKA",1,0,1,1,0
2025-06-08,"PORTUGAL","SPAIN",1,1,0,1,0
2025-06-28,"PANAMA","HONDURAS",1,0,1,1,0
2025-06-29,"CANADA","GUATEMALA",1,0,1,1,0
2025-06-29,"UNITED STATES","COSTA RICA",1,1,0,0,1
2025-07-13,"GOZO","SHETLAND",1,1,0,1,0
2025-07-17,"GOZO","WESTERN ISLES",1,1,0,0,0
2025-08-13,"UNITED STATES VIRGIN ISLANDS","TURKS AND CAICOS ISLANDS",1,1,0,0,0
2025-11-13,"IRAN","CAPE VERDE",1,1,0,0,0
2025-11-16,"NIGERIA","DR CONGO",1,0,1,1,0
2025-11-17,"CAPE VERDE","EGYPT",1,0,1,0,0
2025-11-18,"IRAN","UZBEKISTAN",1,0,1,0,0
2025-11-23,"PAPUA NEW GUINEA","VANUATU",1,0,1,0,0
2025-11-25,"PALESTINE","LIBYA",1,1,0,0,0
2025-11-26,"OMAN","SOMALIA",1,1,0,0,0
2025-11-26,"COMOROS","YEMEN",1,1,0,0,0
2025-12-12,"ALGERIA","UNITED ARAB EMIRATES",1,0,1,0,0
2026-01-03,"MALI","TUNISIA",1,1,0,0,1
2026-01-14,"MOROCCO","NIGERIA",1,1,0,1,0
2026-01-17,"EGYPT","NIGERIA",1,0,1,0,1
2026-03-26,"WALES","BOSNIA AND HERZEGOVINA",1,0,1,0,1
2026-03-26,"CZECH REPUBLIC","REPUBLIC OF IRELAND",1,1,0,0,1
2026-03-27,"KENYA","ESTONIA",1,0,1,0,1
2026-03-28,"NAMIBIA","COMOROS",1,1,0,0,0
2026-03-30,"AZERBAIJAN","SIERRA LEONE",1,1,0,0,0
2026-03-30,"CAPE VERDE","FINLAND",1,1,0,1,0
2026-03-30,"GABON","TRINIDAD AND TOBAGO",1,1,0,0,0
2026-03-30,"UZBEKISTAN","VENEZUELA",1,1,0,0,0
2026-03-31,"BOSNIA AND HERZEGOVINA","ITALY",1,1,0,1,0
2026-03-31,"CZECH REPUBLIC","DENMARK",1,1,0,0,1
